stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
COM,581,Comoros,581-1978-1208-L2,1978,1215,Legislative/Parliamentary,"These were the second round of legislative elections for Comoros, directly following the adoption of a new Constitution in the country in October.",yes,"Elections had been suspended by Ali Soilih, who had seized power from the President Abdullah of Comoros, who had been appointed after it gained independence from France. Ali Soilih had been overthrown, and a Constitutional referendum held in October 1978, which made Comoros into a presidential and federal republic",no,Parties were banned for 12 years; all candidates ran as Independents,no,Parties were banned for 12 years; all candidates ran as Independents,no,,yes,,N/A,,N/A,,N/A,,N/A,,no,,yes,"All candidates ran as Independents, but President Abdullah and Ben Denard, who controlled the military, strongly controlled the country",N/A,"All candidates ran as Independents, but President Abdullah and Ben Denard, who controlled the military, strongly controlled the country",N/A,,N/A,,N/A,,no,,no,"Comoros had just gained independence from France and was still receiving aid from it, although it remained one of the world's poorest countries",no,,yes,,no,,N/A,,N/A,,N/A,,N/A,The incumbent had no party,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,no,"Since all candidates ran as Independents, the results were neither favorable nor unfavorable to the incumbent",no,,no,"Since all candidates ran as Independents, the results were neither favorable nor unfavorable to the incumbent",N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Bob Denard,"Denard was a mercenary who led the Presidential Guard. He helped dethrone Soilih and put President Abdullah back into power as a puppet President, retaining power for himself.",Bob Denard,"Denard was a mercenary who led the Presidential Guard. He helped dethrone Soilih and put President Abdullah back into power as a puppet President, retaining power for himself.",no,,N/A,,N/A,,no,,no,,yes,The US recognized Comoros beginning in 1977,no,,no,,yes,,France,,no,,no,,no,,no,
COM,581,Comoros,581-1982-0307-L1,1982,307,Legislative/Parliamentary,,no,,no,one party state: 1st election cycle as a one party state.,no,one party state,no,see above,yes,All candidates  were not affiliated with a party but had to be approved by the party mechanism. Only one of the handpicked (chosen to win) candidates lost to a candidate not handpicked,no,,N/A,,N/A,,N/A,,no,,yes,opposition parties cannot run.,yes,single party state,yes,candidates from opposition parties trying to stand in were taken off the voting lists.,no,,no,,no,,no,,no,,yes,Particularly from France,no,,N/A,,N/A,,N/A,,no,One party state,no,,N/A,,no,opposition not allowed to field candidates,no,,no,,N/A,,N/A,,no,,N/A,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,france,"responsible for large amounts of funding, responsible for defence.",no,,no,,no,,no,
COM,581,Comoros,581-1982-0307-L2,1982,314,Legislative/Parliamentary,,no,,no,one party state: 1st election cycle as a one party state.,no,one party state,no,,yes,All candidates  were not affiliated with a party but had to be approved by the party mechanism. Only one of the handpicked (chosen to win) candidates lost to a candidate not handpicked,no,,N/A,,N/A,,N/A,,no,,yes,opposition parties cannot run.,yes,single party state,yes,candidates from opposition parties trying to stand in were taken off the voting lists.,no,,no,,no,,no,,no,,yes,Particularly from France,no,,N/A,,N/A,,N/A,,no,One party state,no,,N/A,,no,opposition not allowed to field candidates,no,,no,,N/A,,N/A,,no,,N/A,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,france,"responsible for large amounts of funding, responsible for defence.",no,,no,,no,,no,
COM,581,Comoros,581-1984-0930-P1,1984,930,Executive,,no,,no,"single party, single candidate",no,,no,,no,single candidate-Abdallah,no,,no,,no,,no,,no,,yes,single candidate,yes,,yes,,no,,no,,no,,no,,no,,yes,France gave large amounts of aid,yes,,yes,,N/A,,no,,no,,no,,N/A,,no,no opposition,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,france,"large aid donor, lots of diplomatic and military ties",no,,no,,no,,no,
COM,581,Comoros,581-1987-0322-L1,1987,322,Legislative/Parliamentary,,no,,no,,no,one legal party,no,,no,,no,,N/A,,N/A,,N/A,,no,,yes,There was only one legal party and clear harrasment of opposition,yes,,yes,opposition members were prevented from fielding candidates and members were prevented from voting,no,,yes,mass intimidation and arrests of opposition candidates,yes,,yes,,no,,yes,France gave large amounts of aid,no,,N/A,,N/A,,N/A,,no,,no,,N/A,,no,there was no opposition that could run.,yes,,no,,N/A,,N/A,,yes,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"france, imf","aid, restructuring programs",no,,no,,no,,no,
COM,581,Comoros,581-1989-0511-P1,1989,511,Executive,"An election on extending the President's term was approved. He was, however, assassinated a month later to great public outrage. ",no,,no,,no,,no,,no,There was no choice of candidates since it was a referendum. There was a choice of �yes� or �no�.,N/A,,no,"This is a difficult one since it is a referendum on whether or not the President is to be allowed a third term, despite constitutional limitations. As such, he did not decide to give up power, so a �no� should be coded. But I could just as well have coded N/A, I feel. ",yes,"This is another tricky one. Technically he will only reach his term limit in 1990, when elections are due. However, since this election is about term limits specifically, I coded yes, as the referendum was almost certainly called because he was approaching his term limit. ",no,This is the first time.,no,,yes,,yes,"There were no sources actually confirming this. However, considering the nature of the government and the result of the referendum, I felt it was safety code �yes� here. ",N/A,"This was a referendum. Generally, yes, opposition leaders were mostly prevented from running (with a few exceptions), but since this was a yes-no vote, an N/A is coded here. ",N/A,"Not only was this a one-party state - warranting an N/A - but this was also a referendum, meaning an N/A is coded. ",N/A,"Opposition largely banned, and strictly speaking there is no real opposition in a referendum anyways. ",yes,,no,,yes,,yes,,no,"While the referendum did affect the incumbent leader, his position was no directly contested here. ",N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,yes,,no,Not directly related to the election. Protests broke out following the assassination of the President later on in the month.,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Abdallah,,Abdallah,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"France, US, South Korea, UN",,yes,,no,,no,,no,
COM,581,Comoros,581-1990-0304-P1,1990,304,Executive,,yes,"these presidential elections were orginally supposed to be held on jan 14, then they were held on feb 18th to widespread irregularities, forcing the government to suspend elections until march 04.",yes,these elections were the first election in which the formerly banned opposition could participate.,yes,these elections were the first election in which the formerly banned opposition could participate.,yes,,yes,,N/A,,yes,"the interim ruler, Djohar, ran for election. He assumed power when the former leader Abdallah was assassinated",no,he was not officially elected.,no,,no,the president abdallah was assassinated and Djohar ran the government for several months.,yes,the elections were suspended because the 1st try had many irregularites favoring Djohar,no,,no,"no media reported this, however, information was very scarce. Assumed they, on the whole, were not, since Djohar allowed the formerly banned party to run a candidate",unclear,"many opposition leaders were critical of election, however, very little information to say if any leaders boycotted",yes,,yes,,no,,yes,"In 1991, because of its balance of payments difficulties, Comoros became eligible for the IDA's Special Program of Assistance for debt-distressed countries of sub-Saharan Africa",yes,"large amount of aid and debt, see above",yes,,yes,,N/A,,no,,no,,no,,N/A,,yes,"though the candidate for the opposition does not win, coded yes b/c previosuly there was NO opposition candidate.",yes,,no,no media reports of riots,N/A,,N/A,,yes,many accused the Ministry of Interior of altering the vote count,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"france, the arab states",,no,,no,"there was a general warming in the 1990s with France, but not directly b/c of these elections",no,,no,
COM,581,Comoros,581-1990-0304-P2,1990,311,Executive,,yes,"these presidential elections were orginally supposed to be held on jan 14, then they were held on feb 18th to widespread irregularities, forcing the government to suspend elections until march 04.",yes,these elections were the first election in which the formerly banned opposition could participate.,yes,these elections were the first election in which the formerly banned opposition could participate.,yes,,yes,,N/A,,yes,"the interim ruler, Djohar, ran for election. He assumed power when the former leader Abdallah was assassinated",no,he was not officially elected.,no,,no,the president abdallah was assassinated and Djohar ran the government for several months.,yes,the elections were suspended because the 1st try had many irregularites favoring Djohar,no,,no,"no media reported this, however, information was very scarce. Assumed they, on the whole, were not, since Djohar allowed the formerly banned party to run a candidate",unclear,"many opposition leaders were critical of election, however, very little information to say if any leaders boycotted",yes,,yes,,no,,yes,"In 1991, because of its balance of payments difficulties, Comoros became eligible for the IDA's Special Program of Assistance for debt-distressed countries of sub-Saharan Africa",yes,"large amount of aid and debt, see above",yes,,yes,,N/A,,no,,no,,no,,N/A,,yes,"though the candidate for the opposition does not win, coded yes b/c previosuly there was NO opposition candidate.",yes,,no,no media reports of riots,N/A,,N/A,,yes,many accused the Ministry of Interior of altering the vote count,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"france, the arab states",,no,,no,"there was a general warming in the 1990s with France, but not directly b/c of these elections",no,,no,
COM,581,Comoros,581-1992-1122-L1,1992,1122,Legislative/Parliamentary,,no,"though the elections were expected to be held earlier, the elections were never suspended",yes,first multiparty election for the legislature.,yes,,yes,,yes,,no,there is no set date. The government announces when the elections are to be held.,N/A,,N/A,,N/A,,no,,no,previous presidential election was considered mostly fair,no,,yes,President Djohar's most prominent and determined opponents spent the voting days either in hiding or in jail -US country studies,yes,the two major opposition parties: Udzima (Union for Progress) and the National Union for Democracy in the Comoros (UNDC),yes,,no,,no,,no,,yes,,no,,N/A,,N/A,,N/A,,yes,inconclusive vote,no,,N/A,,no,inconclusive vote,no,,no,,N/A,,N/A,,no,,yes,there was a failed military coup in late september,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,yes,"however, there were only THREE French gov officials.",yes,,no,they called the elections free and fair,no,,no,,yes,,no,,no,,yes,,"france, the arab states, world bank, un",,no,,no,,no,,no,
COM,581,Comoros,581-1992-1122-L2,1992,1129,Legislative/Parliamentary,,no,"though the elections were expected to be held earlier, the elections were never suspended",yes,first multiparty election for the legislature.,yes,,yes,,yes,,no,there is no set date. The government announces when the elections are to be held.,N/A,,N/A,,N/A,,no,,no,previous presidential election was considered mostly fair,no,,yes,President Djohar's most prominent and determined opponents spent the voting days either in hiding or in jail -US country studies,yes,the two major opposition parties: Udzima (Union for Progress) and the National Union for Democracy in the Comoros (UNDC),yes,,no,,no,,no,,yes,,no,,N/A,,N/A,,N/A,,yes,"incumbent party makes a very weak ruling coalition (11 member), no party wins a majority, small margin of wins, many parties gain seats.",no,,N/A,,yes,1st multiparty elections,no,,no,,N/A,,N/A,,no,,yes,there was a failed military coup in late september,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,yes,"however, there were only THREE French gov officials.",yes,,no,they called the elections free and fair,no,,no,,yes,,no,,no,,yes,,"france, the arab states, world bank, un",,no,,no,,no,,no,
COM,581,Comoros,581-1993-1212-L1,1993,1212,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,"the elections were delayed b/c of financial and logistical reasons, though many thought that it gave the gov more time to harrass opponents.",N/A,,N/A,,N/A,,no,,yes,,no,,no,"The government harassed leaders, but no information on whether some were prevented from running. None were arrested according to data.",no,,yes,,no,"there were accusations of self-censorship, but on the whole, media is free.",no,,no,,yes,economy is largely dependent on French and other foreign aid.,no,,no,,no,,N/A,,yes,the incumbent party wins by a larger margin.,no,,N/A,,no,the opposition parties lost by a greater margin this year than in the last election cycle.,yes,,yes,"the opposition formed a group to criticize the government, which shut down a sympathetic radio station. There was an assassination attempt against Djohar. Teachers and civil servants went on strike and there was violence later in 1994.",yes,,no,not immediately after the elections. Used in june 1994 against the meeting of the opposition groups.,no,,yes,a lot of violence on election day. On one island three were killed,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,no,"not enough information, though it is assumed that there were none. Last election cycle had only three french officials. This time, poltical atmosphere much more volatile.",N/A,,N/A,,no,,no,"lack of information, but it is assumed that no monitors offered to go to comoros.",yes,,no,,no,,yes,,"france, the arab states, world bank",,no,,no,,no,,no,
COM,581,Comoros,581-1993-1212-L2,1993,1220,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,"the elections were delayed b/c of financial and logistical reasons, though many thought that it gave the gov more time to harrass opponents.",N/A,,N/A,,N/A,,no,,yes,,no,,no,"The government harassed leaders, but no information on whether some were prevented from running. None were arrested according to data.",yes,in the 2nd round the opposition boycotted and some government candidates ran unopposed as a result.,yes,,no,"there were accusations of self-censorship, but on the whole, media is free.",no,,no,,yes,economy is largely dependent on French and other foreign aid.,no,,no,,no,,N/A,,yes,the incumbent party wins by a larger margin.,no,,N/A,,no,the opposition parties lost by a greater margin this year than in the last election cycle.,yes,,yes,"the opposition formed a group to criticize the government, which shut down a sympathetic radio station. There was an assassination attempt against Djohar. Teachers and civil servants went on strike and there was violence later in 1994.",yes,,no,not immediately after the elections. Used in june 1994 against the meeting of the opposition groups.,no,,yes,a lot of violence on election day. On one island three were killed,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Djohar,,Djohar,,no,"not enough information, though it is assumed that there were none. Last election cycle had only three french officials. This time, poltical atmosphere much more volatile.",N/A,,N/A,,no,,no,"lack of information, but it is assumed that no monitors offered to go to comoros.",yes,,no,,no,,yes,,"france, the arab states, world bank",,no,,no,,no,,no,
